,SUPERFICIE_VETRATA_OPACA,ALTEZZA_EDIFICIO,DEGREE_DAYS,TRASMITTANZA_MEDIA_COPERTURA,TRASMITTANZA_MEDIA_SERRAMENTO,TRASMITTANZA_MEDIA_INVOLUCRO,TRASMITTANZA_MEDIA_BASAMENTO,SUPERFICIE_NETTA,VOLUME_NETTO,NEW_CODE_PROVINCIA,SUPERFICIE_OPACA,ANNO_CODE,NUMERO_GENERATORI,ETH,CLASSE_ENERGETICA
410607,0.0621,4.88,2462.0,0.2046,1.4064,0.1987,0.27,122.4,410.04,1.0005,362.7679,1.0005,1,47.2507,2
410647,0.0589,3.65,2876.0,0.2091,1.1,0.239,0.183,150.0,379.45,1.0009,461.3161,1.0005,2,23.8979,2
410903,0.0758,3.83,2342.0,0.25,1.1428,0.2718,0.327,131.31,354.54,1.0012,404.8152,1.0005,1,43.2085,2
411070,0.0832,4.3,2698.0,0.187,1.3021,0.2241,0.2242,164.34,489.42,1.0012,418.3368,1.0005,2,31.3723,1
411179,0.1245,3.89,2404.0,0.2659,1.3909,0.2713,0.268,1824.24,4925.8,1.0005,2792.5455,1.0005,3,26.6581,2
411280,0.064,4.64,2437.0,0.202,1.4008,0.2623,0.258,112.15,353.82,1.0012,386.166,1.0005,1,43.7778,2
411283,0.0815,4.38,2459.0,0.224,1.3595,0.3024,0.256,109.0,294.3,1.0002,307.8785,1.0005,2,51.5116,2
411413,0.0486,4.04,2474.0,0.151,1.5878,0.173,0.382,109.83,307.52,1.0006,430.9314,1.0003,1,46.3858,2
411595,0.043,3.92,2410.0,0.2304,1.4972,0.2269,0.3154,604.95,1651.06,1.0007,1400.697,1.0005,2,40.4165,2
411742,0.0369,4.31,2592.0,0.2562,1.397,0.2458,0.4936,157.713,442.601,1.0001,515.5391000000001,1.0005,2,84.6018,2
411746,0.1013,4.11,2404.0,0.219,1.2808,0.1907,0.237,526.62,1421.874,1.0002,1413.7679,1.0005,1,32.8498,2
411803,0.1116,4.22,2446.0,0.2869,1.278,0.2606,0.18,193.32,556.3,1.0007,443.6184,1.0002,1,38.7095,2
411864,0.1157,3.99,2404.0,0.1944,1.3723,0.2182,0.2307,926.08,2600.3,1.0002,2086.0543,1.0005,2,34.9395,2
411891,0.036,3.5,2389.0,0.234,1.4272,0.3254,0.414,125.79,299.84,1.0006,268.854,1.0,1,34.0661,2
411943,0.1372,4.76,2466.0,0.237,1.3643,0.3175,0.188,104.5,288.43,1.0012,137.9528,1.0,1,25.6737,2
412004,0.2161,4.25,2404.0,0.1814,1.6251,0.2137,0.136,8226.041,23115.28,1.0002,12778.5709,1.0005,3,22.5064,2
412053,0.1171,3.61,3754.0,1.0793,0.8998,0.4174,0.4266,376.7,889.7,1.0007,873.5388999999999,1.0005,1,60.1661,1
412298,0.079,3.87,2450.0,0.27,1.3302,0.2761,0.2613,473.7,1156.02,1.0005,1106.635,1.0005,2,50.0361,2
412632,0.1184,4.25,2404.0,0.3238,1.2398,0.3279,0.4099,2580.55,6833.2,1.0002,5600.9316,1.0005,3,36.4129,2
412644,0.0809,3.75,2561.0,0.1985,1.4323,0.2514,0.2156,749.19,1934.01,1.0003,1646.1991,1.0005,2,29.4811,2
412684,0.0514,4.28,2495.0,0.174,0.8747,0.1818,0.181,82.84,226.98,1.0012,330.5286,1.0005,2,25.9349,2
412780,0.065,3.97,2420.0,0.296,1.7351,0.4039,0.339,998.0,2775.0,1.0005,2207.418,1.0005,1,57.4933,2
412900,0.1187,3.72,2522.0,0.1523,1.2314,0.5159,0.3368,228.6,640.0,1.0003,629.6113,1.0005,3,54.9869,1
412983,0.2016,3.65,2562.0,0.2761,1.7859,0.2741,0.2126,4547.7,12152.7,1.0009,5931.408399999999,1.0005,1,24.1052,2
413181,0.0499,3.96,2505.0,0.185,1.2428,0.1456,0.2,124.38,298.26,1.0002,373.5601,1.0005,1,33.0699,2
413204,0.1135,4.05,2541.0,0.266,1.2742,0.1993,0.2378,131.35,354.65,1.0003,413.5165,1.0005,1,48.728,2
413229,0.0892,4.63,2428.0,0.1933,1.5081,0.2194,0.1554,730.1,2140.0,1.0012,2054.3858,1.0005,2,26.2763,2
413332,0.1523,4.48,2404.0,0.197,1.3016,0.2643,0.22,2776.12,7773.18,1.0002,5461.6877,1.0005,1,38.9942,2
413396,0.0373,5.04,2541.0,0.163,1.3066,0.1808,0.1405,112.53,323.23,1.0007,472.8527,1.0005,1,27.367,2
413487,0.0515,4.5,2437.0,0.2046,1.4199,0.2991,0.3018,149.97,455.94,1.0012,499.5285,1.0005,1,48.0243,1
413804,0.0549,2.85,2435.0,0.1907,1.1109,0.1922,0.205,333.7,665.691,1.001,857.9306,1.0005,1,38.0393,1
413941,0.0479,4.29,2478.0,0.2243,1.1708,0.2207,0.2142,148.35,419.51,1.0006,492.9221,1.0005,2,45.3768,2
414049,0.0613,3.94,2646.0,0.2259,1.4451,0.2947,0.3487,239.37,621.21,1.0008,675.3787000000001,1.0005,1,38.0935,2
414304,0.1054,4.36,2499.0,0.152,1.082,0.1393,0.173,305.11,826.321,1.0012,903.3316,1.0005,1,22.4304,1
415383,0.0594,3.87,2355.0,0.276,1.2166,0.2795,0.272,169.0,435.45,1.0007,433.9656,1.0005,1,38.3786,2
415537,0.0935,4.54,2477.0,0.185,1.1266,0.2619,0.444,82.407,256.284,1.0008,202.9585,1.0005,1,43.947,1
415646,0.1133,3.94,2448.0,0.2864,1.5634,0.2606,0.261,1978.0,5339.8,1.0002,3839.6167,1.0005,2,48.7096,2
416231,0.0543,4.83,2399.0,0.155,2.0,0.1825,0.198,261.94,707.24,1.0007,842.4457,1.0003,1,48.0986,2
416559,0.1227,4.16,2404.0,0.1762,1.2627,0.2092,0.1817,2000.663,5401.8,1.0002,4110.464300000001,1.0005,2,25.8015,2
416569,0.1076,4.51,2404.0,0.2352,1.1721,0.2365,0.2212,356.43,998.0,1.0002,949.1024,1.0005,1,56.7195,2
416908,0.04,4.21,2416.0,0.2168,1.0589,0.1879,0.2181,164.7,423.7,1.0002,615.147,1.0005,1,52.372,2
417111,0.0682,3.89,2581.0,0.262,1.0614,0.27,0.27,107.5,273.4,1.0008,321.0518,1.0005,1,33.3552,2
417280,0.0956,4.22,2561.0,0.2471,1.3923,0.2306,0.189,100.85,270.08,1.0003,279.8104,1.0005,2,44.3069,2
417351,0.0428,4.91,2400.0,0.2202,1.6227,0.246,0.33,192.94,518.16,1.0007,843.6242,1.0005,1,62.6203,2
417427,0.0458,4.42,2237.0,0.206,1.3142,0.2405,0.2016,114.583,339.493,1.0012,408.1612,1.0005,2,31.6338,2
417594,0.0757,4.57,2533.0,0.2505,1.4018,0.2931,0.324,367.86,1022.02,1.0012,1025.5242999999998,1.0005,1,35.7779,2
417774,0.1478,3.96,2404.0,0.219,1.3003,0.2523,0.1965,148.23,400.23,1.0002,260.5322,1.0005,4,28.4381,2
418084,0.0895,4.41,2603.0,0.2552,1.1148,0.2491,0.2268,409.518,1126.175,1.0002,1113.6705,1.0005,1,52.4899,2
418169,0.0672,4.28,2369.0,0.23,1.2291,0.2569,0.2534,176.8,491.55,1.0012,518.2148000000001,1.0005,2,47.9954,2
418231,0.0985,3.22,2847.0,0.197,1.4228,0.2181,0.22,109.06,276.064,1.0009,282.1565,1.0005,1,34.7648,2
418255,0.0906,3.17,2547.0,0.2366,1.0497,0.3011,0.304,230.8,471.067,1.0005,431.2154,1.0005,1,30.9125,2
418495,0.0707,3.8,2471.0,0.15,1.35,0.309,0.1832,131.31,340.18,1.0002,303.5793,1.0005,2,42.7264,2
418500,0.1048,4.0,2506.0,0.128,1.422,0.13,0.231,99.45,282.097,1.0006,216.1552,1.0005,1,20.9588,1
418716,0.1607,4.08,2524.0,0.2921,1.5923,0.2864,0.2294,706.43,1929.08,1.0003,1680.9503000000002,1.0005,2,34.3585,2
418993,0.0569,4.15,2619.0,0.1801,1.6,0.257,0.2155,141.71,375.81,1.0011,433.4531,1.0005,2,61.0648,2
419106,0.0562,5.09,2371.0,1.336,2.252,1.2,1.449,68.03,204.09,1.001,240.8138,1.0005,1,205.3839,1
419501,0.0819,4.74,2619.0,0.221,1.6902,0.2596,0.198,147.67,405.28,1.0011,426.5441,1.0005,1,49.9277,2
420101,0.0789,4.06,2383.0,0.178,1.4187,0.2063,0.175,120.8,387.6,1.0012,239.4411,1.0005,2,14.8359,2
420161,0.0646,4.27,2500.0,0.171,1.2776,0.205,0.273,113.38,244.39,1.0012,252.2534,1.0005,1,32.2727,2
420556,0.0442,4.25,2879.0,0.198,1.1283,0.2206,0.25,166.85,459.53,1.0009,442.5758,1.0005,1,38.0558,2
420774,0.0779,4.05,2719.0,0.17,1.2274,0.2334,0.2,109.33,311.76,1.0003,299.6811,1.0003,1,43.2621,2
421113,0.0501,4.15,2862.0,0.2429,1.2961,0.2622,0.1998,99.8,299.37,1.0008,265.8799,1.0005,1,27.2377,2
421129,0.0483,3.45,2467.0,0.1829,1.5488,0.2752,0.257,209.27,490.31,1.0003,523.9816999999999,1.0005,1,35.2873,2
421512,0.0355,4.49,2432.0,0.2058,1.2807,0.153,0.482,189.53,563.65,1.0008,862.7445,1.0005,2,27.5798,2
421574,0.0915,4.1,2373.0,0.187,1.7317,0.176,0.201,149.74,447.08,1.0008,460.9385,1.0005,1,29.8262,1
421737,0.1015,3.37,3971.0,0.3178,0.9318,0.2874,0.3889,685.19,1645.16,1.0004,1577.3785,1.0005,1,50.078,2
421860,0.0346,5.56,2363.0,0.274,1.785,0.2539,0.3385,142.0,468.0,1.001,525.6854000000001,1.0005,2,64.3643,2
421874,0.0594,4.08,2404.0,0.2075,1.4,0.3307,0.2701,204.627,548.851,1.0005,599.4406,1.0005,2,44.0836,2
421936,0.0615,4.16,2881.0,0.233,1.647,0.5971,0.6156,271.8,685.46,1.0007,531.5385,1.0005,1,66.6435,2
421948,0.0393,3.62,2570.0,0.4551,1.3338,0.4692,0.317,200.67,500.96,1.0007,530.3207,1.0005,1,69.2583,2
422001,0.0337,4.65,2495.0,0.241,1.336,0.2269,0.278,133.02,372.46,1.0012,573.5563000000001,1.0005,2,42.4862,2
422064,0.0735,4.31,2265.0,0.1919,1.5,0.2671,0.295,592.71,1600.34,1.0007,1784.1965,1.0005,3,37.0374,2
422348,0.1176,4.38,2383.0,0.166,1.1634,0.221,0.253,132.818,355.821,1.0007,403.6014,1.0005,1,18.5392,2
422848,0.0775,3.95,2861.0,0.323,1.4759,0.2045,0.165,106.583,287.775,1.0009,249.5525,1.0005,1,27.6119,2
422910,0.0862,4.09,2938.0,0.4813,1.4419,0.2446,0.237,687.78,1856.99,1.0009,1646.4403,1.0005,1,54.1921,2
423084,0.066,4.26,2253.0,0.224,1.5057,0.1964,0.258,93.029,251.177,1.0003,328.57300000000004,1.0005,1,30.4706,2
423432,0.0708,4.27,2435.0,0.1777,1.2199,0.2367,0.3481,166.28,503.8,1.001,370.1792,1.0,1,46.5497,1
423483,0.1129,4.03,2592.0,0.239,1.5949,0.2339,0.236,131.863,366.694,1.0001,332.2071,1.0001,2,32.6625,2
423555,0.1436,3.9,2404.0,0.1951,1.5197,0.2306,0.2502,8153.21,21755.24,1.0002,14062.7664,1.0005,4,23.2424,2
424030,0.0721,4.06,2557.0,0.233,1.3536,0.231,0.342,92.679,252.327,1.0006,253.4219,1.0005,1,32.4573,2
424157,0.0727,4.2,2396.0,0.104,0.9205,0.2395,0.166,219.09,574.8,1.0007,675.3172999999999,1.0005,1,34.2429,1
424500,0.0844,3.86,2540.0,0.281,1.7741,0.2962,0.286,148.18,351.27,1.0009,373.8788,1.0005,1,42.1652,2
424774,0.0839,4.06,2450.0,0.1828,1.6135,0.2121,0.3387,176.31,448.03,1.0008,421.8661,1.0005,1,66.7223,2
424777,0.0995,4.2,2568.0,0.2703,1.2343,0.2993,0.239,165.8,445.64,1.0007,384.4605,1.0003,1,48.8207,2
424944,0.0481,5.25,2570.0,0.1937,1.2041,0.3328,0.27,86.962,298.969,1.0007,353.5719,1.0005,2,50.1027,2
425087,0.0669,4.85,2479.0,0.17,1.3927,0.2215,0.2097,126.46,375.86,1.0012,449.7391,1.0005,1,52.9968,2
425287,0.0848,4.29,2355.0,0.2449,1.1111,0.3772,0.2289,361.3,942.67,1.0007,1304.6652,1.0005,1,45.3131,1
425546,0.5163,4.2,2404.0,0.211,1.3951,0.2517,0.139,348.18,940.09,1.0002,1143.7087,1.0005,2,25.3789,2
425787,0.1354,3.88,2481.0,0.2377,1.2323,0.2907,0.1568,2564.06,6922.01,1.0005,4157.0546,1.0003,1,30.3027,2
425938,0.0618,4.62,2484.0,0.2399,1.0637,0.2334,0.2989,103.48,286.51,1.0008,406.2282,1.0005,1,44.8524,2
425987,0.1072,4.16,2383.0,0.2861,1.2351,0.2454,0.2189,119.22,314.37,1.0007,266.2928,1.0005,1,30.7666,2
426197,0.0724,3.29,2491.0,0.8223,1.3044,0.3763,0.4746,155.48,389.34,1.0003,364.0776,1.0002,2,50.1497,2
426422,0.1066,4.06,2563.0,0.1734,1.6367,0.2283,0.321,153.07,432.9,1.0002,445.3734,1.0002,1,28.6183,2
426434,0.0553,4.24,2713.0,0.165,1.5,0.229,0.3289,257.52,739.0,1.0012,751.9847,1.0005,1,35.8931,1
426609,0.0383,4.38,2251.0,0.192,1.3415,0.2208,0.122,74.83,202.04,1.0012,314.9617,1.0005,1,37.8752,1
426614,0.0725,3.88,2352.0,0.1557,1.349,0.2367,0.231,91.4,235.7,1.0009,260.14750000000004,1.0005,1,18.0032,2
426875,0.0467,3.69,2388.0,0.182,1.6471,0.241,0.406,168.23,438.6,1.0006,298.1033,1.0002,1,22.0093,2
426948,0.1108,4.14,2465.0,0.2275,1.7873,0.1673,0.301,97.46,265.1,1.0009,294.98920000000004,1.0005,1,48.2043,2
427027,0.124,3.65,2510.0,0.136,1.4802,0.3654,0.2855,245.944,649.26,1.0007,620.025,1.0005,1,41.1964,2
427357,0.0801,3.89,2524.0,0.205,1.4808,0.199,0.197,81.3,219.62,1.0003,197.0099,1.0005,1,23.6522,2
427432,0.0792,3.98,2404.0,0.2218,1.2317,0.2071,0.2905,822.53,2246.49,1.0002,1927.5908,1.0005,1,35.9594,2
427569,0.075,4.18,2495.0,0.2495,1.2609,0.2238,0.18,84.09,227.04,1.0012,315.205,1.0005,1,36.5029,2
427727,0.1145,4.08,2485.0,0.2172,1.4305,0.2642,0.2382,694.53,1904.66,1.0002,1504.9155,1.0005,2,35.9411,2
427944,0.1302,4.03,2404.0,0.2601,2.0661,0.2694,0.2762,1011.49,2731.04,1.0002,2300.8498,1.0005,1,37.3716,2
428156,0.0793,4.57,2500.0,0.2176,1.3422,0.172,0.14,84.66,226.6,1.0012,240.7507,1.0005,1,38.0172,1
428213,0.0861,4.14,2427.0,0.174,1.3329,0.1582,0.168,131.4,354.78,1.0003,402.0739,1.0005,2,34.2694,2
428283,0.106,4.08,2369.0,0.202,1.4647,0.2225,0.151,1218.1,3288.65,1.0012,2468.084,1.0005,1,21.7595,2
428389,0.0981,4.34,2462.0,0.198,1.2708,0.1927,0.265,139.8,404.21,1.0005,427.3919,1.0005,1,27.4704,1
428474,0.0566,5.48,2433.0,0.174,1.0896,0.138,0.237,110.17,478.95,1.0009,473.6634,1.0005,1,49.3015,2
428593,0.0904,4.05,2404.0,0.17,1.6769,0.2525,0.168,1148.2,2972.55,1.0002,2411.5646,1.0005,2,33.075,2
428643,0.0668,4.36,2634.0,0.2575,1.4335,0.2508,0.2329,430.523,1162.413,1.0002,1285.7931999999998,1.0005,2,31.9101,2
428830,0.0582,4.01,2410.0,0.197,1.1313,0.1889,0.2253,389.0,1023.24,1.0007,1072.5418,1.0005,1,29.1543,2
428866,0.0503,4.24,2399.0,0.267,1.1003,0.2076,0.251,113.29,305.88,1.0007,389.9297,1.0005,1,40.1034,2
428902,0.0774,4.13,2403.0,0.226,1.7375,0.2399,0.3795,139.12,401.8,1.0007,339.1526,1.0001,1,28.2413,1
429020,0.085,4.22,2425.0,0.195,1.0755,0.2224,0.201,94.73,252.08,1.0012,233.783,1.0005,2,31.9841,1
429272,0.1225,4.02,2557.0,0.2326,1.0365,0.2585,0.253,1864.8,5035.0,1.0002,3471.572,1.0005,2,35.6257,2
429381,0.0874,3.67,2228.0,0.185,1.7081,0.2017,0.112,98.64,269.4,1.0003,214.9276,1.0005,2,41.502,2
429467,0.0905,4.37,2404.0,0.2552,0.8942,0.1905,0.2493,885.63,2391.19,1.0005,2078.1295,1.0005,2,62.07,1
429626,0.0635,4.41,2617.0,0.2169,1.195,0.1721,0.273,166.912,450.663,1.0002,506.4165,1.0005,2,34.4084,2
429655,0.0619,4.24,2404.0,0.2191,1.8,0.2772,0.1909,351.08,906.12,1.0002,936.9881,1.0002,2,38.1327,2
429995,0.147,3.99,2404.0,0.22,1.5245,0.3683,0.475,160.92,442.516,1.0002,547.9319999999999,1.0005,1,39.5815,2
430088,0.1121,3.85,2396.0,0.18,1.0361,0.3082,0.2024,125.3,338.31,1.0012,374.5979,1.0005,2,22.0847,2
430133,0.0777,4.13,2524.0,0.179,1.4218,0.2501,0.235,74.55,257.94,1.0005,198.7023,1.0005,1,35.8125,2
430381,0.0832,4.06,2410.0,0.199,1.4703,0.2761,0.2565,932.5,2517.8,1.0005,2019.6868,1.0005,1,38.7791,2
430586,0.0551,4.89,2388.0,0.1545,0.8036,0.2241,0.239,86.74,281.89,1.001,381.1749,1.0005,1,30.4236,2
430619,0.1528,4.2,2713.0,0.168,1.291,0.2745,0.168,89.43,241.46,1.0009,273.3932,1.0005,2,66.0681,2
430713,0.0877,4.89,2410.0,0.1918,1.9804,0.2123,0.2057,116.62,357.71,1.0007,525.3623,1.0003,2,53.3625,2
431553,0.1504,4.0,2603.0,0.162,1.172,0.3837,0.972,234.22,610.7,1.0002,407.5576,1.0,1,22.2558,2
431799,0.0733,4.1,2551.0,0.208,1.5,0.2458,0.224,85.86,221.8,1.0007,160.5567,1.0005,1,27.7652,2
431824,0.0524,4.6,2909.0,0.135,0.9752,0.1827,0.109,173.33,502.66,1.0009,680.7575999999999,1.0005,1,37.6145,1
431915,0.0531,4.03,2441.0,0.2075,1.4783,0.3001,0.357,102.6,275.99,1.0012,348.80690000000004,1.0005,2,50.8497,2
432245,0.0477,4.67,2935.0,0.19,1.1793,0.156,0.383,117.341,316.821,1.0009,483.6423,1.0005,1,68.4122,1
432351,0.049,4.83,2623.0,0.181,1.5157,0.2962,0.263,93.44,286.44,1.0001,413.971,1.0005,1,60.5737,2
432448,0.0878,5.47,2410.0,0.17,1.331,0.2474,0.168,98.49,344.71,1.0007,255.9872,1.0005,2,45.3417,2
432556,0.1366,4.18,2404.0,0.205,1.3875,0.2022,0.1814,1619.07,4270.57,1.0002,3472.5834,1.0005,2,23.5204,2
432697,0.0601,4.27,2404.0,0.1916,1.3041,0.2058,0.299,96.39,260.25,1.0006,330.91990000000004,1.0005,1,51.1374,2
432716,0.1051,4.57,2844.0,0.1932,1.5117,0.2036,0.1258,217.3,586.71,1.0004,798.0489,1.0005,1,27.6347,2
432774,0.1496,3.97,2404.0,0.299,1.5608,0.3321,0.18,970.19,2716.52,1.0002,1348.814,1.0005,5,19.6393,2
432854,0.0896,4.29,2470.0,0.22,1.4256,0.2446,0.2543,216.43,584.37,1.0002,624.9304,1.0005,2,28.371,2
433007,0.0827,3.86,2404.0,0.68,2.0,0.2469,0.4429,117.3,302.4,1.0002,200.7023,1.0005,1,26.0156,1
433103,0.0428,5.13,2410.0,0.256,1.3065,0.2127,0.2433,114.33,401.52,1.0007,488.0572,1.0005,1,48.969,2
433276,0.1146,4.08,2617.0,0.2484,1.44,0.2582,0.2685,2870.326,7749.89,1.0002,6028.6574,1.0005,3,31.8735,2
433692,0.0746,3.77,2596.0,0.136,1.6112,0.3959,0.3,240.0,744.0,1.0008,530.3754,1.0,1,35.3686,2
434166,0.0811,4.62,2595.0,0.173,1.2185,0.166,0.378,170.1,527.3,1.0008,658.1189,1.0005,1,70.2673,2
434315,0.0631,4.84,2404.0,0.165,1.1302,0.2053,0.1335,105.6,365.13,1.0002,371.3569,1.0005,1,34.5884,2
434372,0.1122,4.03,2623.0,0.2959,1.5164,0.362,0.2888,609.12,1680.1,1.0011,1705.6578,1.0005,1,44.8974,2
434617,0.1119,4.44,2423.0,0.2419,1.5774,0.2828,0.2942,2905.48,8857.2,1.0008,6998.9281,1.0005,1,42.185,2
434624,0.1337,4.21,2271.0,0.1566,1.3908,0.1535,0.1974,632.0,1569.0,1.0008,1384.7963,1.0005,2,40.1701,2
435034,0.1806,3.86,2388.0,0.1962,1.117,0.2836,0.27,814.48,2515.18,1.001,1745.1765,1.0005,2,53.7849,2
435182,0.0474,4.6,2844.0,0.3169,1.2508,0.455,0.62,117.62,341.0,1.0004,502.5626,1.0005,1,94.3715,2
435242,0.042,4.41,2460.0,0.154,1.075,0.1989,0.1556,152.67,415.2,1.0012,504.61800000000005,1.0005,1,16.6334,2
435402,0.0717,4.24,2265.0,0.189,1.4989,0.2493,0.273,402.86,1089.17,1.0007,1145.9983,1.0005,3,36.662,2
435808,0.1285,3.35,2504.0,0.386,2.1909,0.3273,0.188,807.83,2075.56,1.0008,1562.7515,1.0005,1,30.1161,2
436115,0.0592,5.21,2251.0,0.2295,1.5746,0.1939,0.3109,251.38,812.99,1.0007,869.1007999999999,1.0005,1,45.8747,2
436708,0.089,3.64,2470.0,0.356,1.3,0.3229,0.236,71.43,192.86,1.0002,156.641,1.0005,2,30.1275,2
437069,0.0494,3.57,2369.0,0.2139,1.4,0.2106,0.27,164.58,387.67,1.0012,336.1006,1.0005,1,15.8204,2
437218,0.0703,4.29,2619.0,0.225,1.5779,0.2501,0.253,108.57,294.22,1.0011,357.72970000000004,1.0005,2,54.9263,2
437220,0.0581,4.23,2481.0,0.151,1.0821,0.1887,0.225,103.9,280.53,1.0003,353.7719,1.0005,3,25.1549,2
437244,0.11,4.32,2404.0,0.2244,1.4606,0.2444,0.3021,1261.28,3405.44,1.0002,3337.328,1.0005,1,39.3191,2
437317,0.0618,4.14,2802.0,0.432,2.1967,0.173,0.8388,159.0,487.0,1.0011,549.6982,1.0005,3,110.9518,2
437437,0.075,4.03,2557.0,0.68,2.2961,0.1347,0.306,115.5,346.5,1.0005,308.37,1.0004,1,46.2594,2
437491,0.0558,4.13,2500.0,0.1968,1.3429,0.2039,0.2324,141.26,381.38,1.0012,417.5642,1.0005,1,53.4032,2
437714,0.0829,3.47,2646.0,0.255,1.4296,0.2539,0.305,162.06,410.55,1.0004,331.4381,1.0005,1,33.3305,2
437758,0.0956,4.43,2404.0,0.193,1.3998,0.2298,0.204,1028.63,2777.25,1.0005,2597.3944,1.0005,2,37.1857,2
437868,0.0563,3.74,2389.0,0.211,1.5053,0.2208,0.274,211.81,635.435,1.0006,739.6757,1.0002,1,26.8957,2
438000,0.0728,3.7,2404.0,0.161,2.0396,0.2107,0.324,189.0,491.3,1.0002,281.9572,1.0005,1,20.2348,1
438029,0.0771,4.08,2580.0,0.23,1.7458,0.135,0.11,179.17,435.2,1.0005,373.1229,1.0005,1,24.2909,2
438377,0.0758,3.34,2638.0,0.192,0.99,0.2199,0.3288,245.09,635.03,1.0003,449.2192,1.0005,1,18.05,2
438480,0.0791,3.68,2446.0,0.301,1.5571,0.306,0.3,87.42,236.03,1.0007,160.8609,1.0005,1,35.3014,2
438768,0.1445,4.17,2778.0,0.236,1.4612,0.1638,0.165,217.31,624.39,1.0009,721.0655,1.0005,1,34.9554,2
438954,0.0917,4.23,2404.0,0.167,1.5943,0.2376,0.1833,1462.34,3851.71,1.0002,3412.8183,1.0005,1,33.6509,2
438957,0.0824,4.6,2388.0,0.2608,1.13,0.2875,0.226,220.69,665.08,1.001,568.7646,1.0005,1,54.9539,2
438971,0.0567,4.59,2560.0,0.137,1.0477,0.2187,0.186,101.2,271.78,1.0007,466.0133,1.0005,1,35.9261,2
438994,0.044,4.03,2581.0,0.1655,1.5682,0.2416,0.3239,190.147,504.376,1.0008,460.146,1.0005,1,39.275,2
439024,0.0335,4.06,2341.0,0.141,1.4871,0.4653,0.2913,244.93,648.63,1.0007,688.6765,1.0003,1,66.7369,2
439073,0.0373,4.77,2420.0,0.302,1.4654,0.3371,0.326,126.32,343.59,1.001,399.1207,1.0005,2,51.5918,2
439289,0.0885,6.24,2484.0,0.178,1.0836,0.1804,0.2076,171.07,650.0,1.0008,684.5345000000001,1.0005,2,32.8461,2
439382,0.0776,4.02,2409.0,0.201,1.195,0.2487,0.244,177.85,462.41,1.0005,417.8024,1.0005,1,38.226,2
439443,0.0708,4.9,2513.0,0.708,0.6851,0.13,0.3,87.89,252.41,1.0009,276.4392,1.0002,3,24.7753,2
439736,0.071,4.11,2389.0,0.189,0.9607,0.2188,0.252,66.974,180.828,1.0006,328.559,1.0005,2,55.0545,2
439753,0.0548,4.47,2651.0,0.24,1.3026,0.2085,0.1543,158.48,426.41,1.0009,528.4502,1.0005,1,29.6253,2
439823,0.0723,4.25,3403.0,0.121,1.273,0.2542,0.2199,249.703,639.868,1.0004,444.9297,1.0005,1,39.8074,2
440077,0.0637,4.73,2505.0,0.2218,1.26,0.2201,0.2008,116.09,331.943,1.0012,368.6993,1.0005,2,41.7887,2
440107,0.0613,4.0,2442.0,0.1154,1.1508,0.1381,0.3578,121.6,378.18,1.001,489.6187,1.0005,1,101.6633,2
440624,0.1067,4.24,2410.0,0.1383,1.3133,0.2205,0.1274,790.96,2310.8,1.0007,1680.9113,1.0005,2,19.0074,1
440708,0.0721,4.27,2564.0,0.2293,1.262,0.2043,0.1859,421.3,1154.75,1.0012,1140.2478999999998,1.0005,1,23.3023,2
440712,0.132,4.24,2352.0,0.2162,1.338,0.1839,0.1938,640.303,1728.816,1.0009,1508.361,1.0005,2,40.9879,1
440790,0.0536,4.49,2495.0,0.1808,1.3158,0.2573,0.227,74.23,200.42,1.0007,305.4564,1.0005,1,40.8639,1
441065,0.0695,4.26,2655.0,0.2822,1.0771,0.1983,0.1578,251.63,664.0,1.0003,725.9865000000001,1.0005,1,33.8295,2
441164,0.0807,4.4,2404.0,0.2352,1.9554,0.3286,0.1774,832.244,2247.06,1.0002,2132.7733,1.0005,1,51.8781,2
441271,0.0737,4.99,2404.0,0.145,0.9183,0.17,0.1455,203.39,707.47,1.0002,597.6563,1.0005,1,16.3449,2
441387,0.0738,3.62,2404.0,0.68,2.0,0.2373,0.4267,143.0,371.6,1.0002,218.8512,1.0005,1,23.5652,1
441767,0.0399,4.22,2388.0,0.191,1.5374,0.2599,0.157,107.4,289.98,1.001,422.0601,1.0005,2,36.0338,2
441795,0.0672,3.76,2373.0,0.262,1.4232,0.1949,0.305,136.672,369.015,1.0008,395.2358,1.0005,1,28.1444,2
442021,0.0656,4.31,2410.0,0.214,1.3458,0.297,0.198,92.16,248.83,1.0007,256.4944,1.0005,1,31.8245,2
442046,0.0623,4.04,2432.0,0.335,1.3418,0.2885,0.294,169.85,458.6,1.0008,622.6176999999999,1.0005,1,45.3133,2
442094,0.044,4.1,2623.0,0.181,1.1726,0.2943,0.263,117.58,317.47,1.0001,487.206,1.0005,1,61.7121,2
442298,0.2053,4.43,2404.0,0.1845,1.2943,0.2372,0.676,8460.878,26693.58,1.0002,13293.8147,1.0005,1,43.6697,2
442621,0.0846,3.59,2495.0,0.19,1.1217,0.17,0.317,87.3,216.0,1.0007,337.1154,1.0005,3,54.8306,2
442976,0.079,4.24,2532.0,0.284,1.1245,0.2073,0.2416,362.55,978.89,1.0002,1021.971,1.0005,2,32.3203,2
443352,0.0609,4.34,2467.0,0.3169,1.0853,0.3132,0.526,146.0,407.0,1.0003,545.4391,1.0005,1,71.5283,2
